127.0.0.1 - - [09/Apr/2025:13:42:15 -0300] "GET / HTTP/1.1" 404 763
127.0.0.1 - - [09/Apr/2025:17:01:59 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:02:00 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:02:20 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1433
127.0.0.1 - - [09/Apr/2025:17:02:20 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1744
127.0.0.1 - - [09/Apr/2025:17:02:20 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:02:20 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:02:20 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:05:08 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1565
127.0.0.1 - - [09/Apr/2025:17:05:08 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1781
127.0.0.1 - - [09/Apr/2025:17:05:08 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:05:08 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:05:08 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:05:27 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1565
127.0.0.1 - - [09/Apr/2025:17:05:27 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1797
127.0.0.1 - - [09/Apr/2025:17:05:27 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:05:27 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:05:27 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:09:31 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1753
127.0.0.1 - - [09/Apr/2025:17:09:31 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1797
127.0.0.1 - - [09/Apr/2025:17:09:31 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:09:31 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:09:31 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:09:31 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.png HTTP/1.1" 200 84802
127.0.0.1 - - [09/Apr/2025:17:09:31 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:09:31 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:14:20 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1756
127.0.0.1 - - [09/Apr/2025:17:14:20 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1789
127.0.0.1 - - [09/Apr/2025:17:14:20 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:14:20 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:14:20 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:14:20 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.png HTTP/1.1" 200 84802
127.0.0.1 - - [09/Apr/2025:17:14:20 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:14:20 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:14:37 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1766
127.0.0.1 - - [09/Apr/2025:17:14:37 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1789
127.0.0.1 - - [09/Apr/2025:17:14:37 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:14:37 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.png HTTP/1.1" 200 84802
127.0.0.1 - - [09/Apr/2025:17:14:37 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:14:37 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:14:37 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:14:37 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:16:23 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1766
127.0.0.1 - - [09/Apr/2025:17:16:23 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1823
127.0.0.1 - - [09/Apr/2025:17:16:23 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:16:23 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.png HTTP/1.1" 200 84802
127.0.0.1 - - [09/Apr/2025:17:16:23 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:16:23 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:16:23 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:16:23 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:29:16 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1766
127.0.0.1 - - [09/Apr/2025:17:29:16 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1927
127.0.0.1 - - [09/Apr/2025:17:29:16 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:29:16 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:29:16 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:29:16 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.png HTTP/1.1" 200 84802
127.0.0.1 - - [09/Apr/2025:17:29:16 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:29:17 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:34:01 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1766
127.0.0.1 - - [09/Apr/2025:17:34:01 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1927
127.0.0.1 - - [09/Apr/2025:17:34:01 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:34:01 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:34:01 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:34:01 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:34:01 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:34:01 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:35:09 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1766
127.0.0.1 - - [09/Apr/2025:17:35:09 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1949
127.0.0.1 - - [09/Apr/2025:17:35:09 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:35:09 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:35:09 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:35:09 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:35:09 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:35:10 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:35:36 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1766
127.0.0.1 - - [09/Apr/2025:17:35:36 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1974
127.0.0.1 - - [09/Apr/2025:17:35:36 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:35:36 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:35:36 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:35:36 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:35:36 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:35:36 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:35:51 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1766
127.0.0.1 - - [09/Apr/2025:17:35:51 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1974
127.0.0.1 - - [09/Apr/2025:17:35:51 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:35:51 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:35:51 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:35:51 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:35:51 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:35:52 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:41:52 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:41:52 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2179
127.0.0.1 - - [09/Apr/2025:17:41:52 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:41:52 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:41:52 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:41:52 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:41:52 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:41:52 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:42:47 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:42:47 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2180
127.0.0.1 - - [09/Apr/2025:17:42:47 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:42:47 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:42:47 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:42:47 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:42:47 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:42:47 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:43:40 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:43:40 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2179
127.0.0.1 - - [09/Apr/2025:17:43:40 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:43:40 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:43:40 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:43:40 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:43:40 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:43:41 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:44:22 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:44:22 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2179
127.0.0.1 - - [09/Apr/2025:17:44:22 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:44:22 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:44:22 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:44:22 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:44:22 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:44:22 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:45:34 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:45:34 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2191
127.0.0.1 - - [09/Apr/2025:17:45:34 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:45:34 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:45:34 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:45:34 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:45:34 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:45:35 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:46:14 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:46:14 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2191
127.0.0.1 - - [09/Apr/2025:17:46:14 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:46:14 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:46:14 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:46:14 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:46:14 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:46:15 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:46:24 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:46:24 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2191
127.0.0.1 - - [09/Apr/2025:17:46:24 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:46:24 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:46:24 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:46:24 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:46:24 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:46:25 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:46:27 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:46:29 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:46:29 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2191
127.0.0.1 - - [09/Apr/2025:17:46:29 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:46:29 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:46:29 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:46:29 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:46:29 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:46:29 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:46:54 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:46:54 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2194
127.0.0.1 - - [09/Apr/2025:17:46:55 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:47:16 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:47:16 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2208
127.0.0.1 - - [09/Apr/2025:17:47:16 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:47:16 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:47:16 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:47:16 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:47:17 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:47:17 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:47:58 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:47:58 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2213
127.0.0.1 - - [09/Apr/2025:17:47:58 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:47:58 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:47:58 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:47:58 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:47:58 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:47:58 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:48:25 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:48:25 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2240
127.0.0.1 - - [09/Apr/2025:17:48:25 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:48:25 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:48:25 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:48:25 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:48:25 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:48:25 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:48:38 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:48:38 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2197
127.0.0.1 - - [09/Apr/2025:17:48:38 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:48:38 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:48:38 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:48:38 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:48:38 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:48:39 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:49:39 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:49:39 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2237
127.0.0.1 - - [09/Apr/2025:17:49:39 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
